num_qubits,num_repeats,time_taken
2,10,0.012411928176879883
2,100,0.11833634376525878
2,1000,1.2182490825653076
2,10000,12.209650087356568
2,100000,121.2718531847
3,10,0.018300199508666994
3,100,0.16641244888305665
3,1000,1.7916586875915528
3,10000,18.620981955528258
3,100000,185.46066625118254
4,10,0.02449800968170166
4,100,0.22504787445068358
4,1000,2.2606414794921874
4,10000,25.003403878211977
4,100000,247.4706408262253
5,10,0.030275487899780275
5,100,0.2830801486968994
5,1000,3.033126950263977
5,10000,31.45843780040741
5,100000,311.94764053821564
6,10,0.036662840843200685
6,100,0.3417086124420166
6,1000,3.636384916305542
6,10000,38.218108558654784
6,100000,379.09202389717103
7,10,0.043245887756347655
7,100,0.4077466011047363
7,1000,4.496979236602783
7,10000,45.55522027015686
7,100000,450.17229998111725
8,10,0.05063283443450928
8,100,0.48068740367889407
8,1000,4.981629037857056
8,10000,53.48994743824005
8,100000,526.3717497825622
9,10,0.05970854759216308
9,100,0.5640268087387085
9,1000,5.946961450576782
9,10000,62.205130982398984
9,100000,614.1377800703049
10,10,0.07078111171722412
10,100,0.6736993312835693
10,1000,6.852179551124573
10,10000,73.4816662311554
10,100000,729.5507315397263
11,10,0.08692121505737305
11,100,0.8361079931259155
11,1000,9.070652866363526
11,10000,90.7596804857254
11,100000,905.7814586877823
12,10,0.11467125415802001
12,100,1.1108623027801514
12,1000,11.79710078239441
12,10000,118.39191777706147
12,100000,1174.647591638565
13,10,0.15060157775878907
13,100,1.4592552185058594
13,1000,14.59720799922943
13,10000,152.33625302314758
13,100000,1516.4840228557587
14,10,0.19303460121154786
14,100,1.887254285812378
14,1000,18.897493958473206
14,10000,196.57285940647125
14,100000,1951.8294491529464
15,10,0.37743387222290037
15,100,3.5950772285461428
15,1000,36.0393830537796
15,10000,363.35913786888125
15,100000,3627.6338116168977
