num_qubits,num_repeats,time_taken
2,10,0.03296449184417725
2,100,0.08403794765472412
2,1000,0.5802081108093262
2,10000,5.599607586860657
2,100000,55.473538279533386
3,10,0.03499894142150879
3,100,0.0949172019958496
3,1000,0.841864538192749
3,10000,8.481658458709717
3,100000,82.34279980659485
4,10,0.04072108268737793
4,100,0.10584163665771484
4,1000,0.8299588680267334
4,10000,11.078345012664794
4,100000,109.0159755706787
5,10,0.05169858932495117
5,100,0.19039244651794435
5,1000,1.4304104328155518
5,10000,14.110309600830078
5,100000,135.48070945739747
6,10,0.06514010429382325
6,100,0.22620391845703125
6,1000,1.3394558429718018
6,10000,16.74660458564758
6,100000,162.66234006881714
7,10,0.04243612289428711
7,100,0.17355666160583497
7,1000,2.0241989612579347
7,10000,19.676328706741334
7,100000,188.3283329486847
8,10,0.056787967681884766
8,100,0.23764028549194335
8,1000,1.9474449157714844
8,10000,22.87472548484802
8,100000,219.35465116500853
9,10,0.06309189796447753
9,100,0.2203446388244629
9,1000,1.9325659275054932
9,10000,25.05625901222229
9,100000,244.4361355304718
10,10,0.04754457473754883
10,100,0.22050981521606444
10,1000,2.06957631111145
10,10000,26.681238222122193
10,100000,270.5624808311462
11,10,0.057564926147460935
11,100,0.25044851303100585
11,1000,2.2672072410583497
11,10000,29.467633867263793
11,100000,294.45489320755007
12,10,0.053786611557006835
12,100,0.2727203845977783
12,1000,3.0101739406585692
12,10000,33.30849161148071
12,100000,321.75599880218505
13,10,0.05395965576171875
13,100,0.27795910835266113
13,1000,2.6722645282745363
13,10000,35.820518255233765
13,100000,349.99676542282106
14,10,0.05747246742248535
14,100,0.3083832263946533
14,1000,3.189218521118164
14,10000,38.95012249946594
14,100000,378.10217971801757
15,10,0.05859107971191406
15,100,0.32981672286987307
15,1000,3.279604768753052
15,10000,41.31547737121582
15,100000,403.7998031139374
