num_qubits,num_repeats,time_taken
2,10,0.016699838638305663
2,100,0.04258275032043457
2,1000,0.4237499713897705
2,10000,4.3029450416564945
2,100000,40.44532427787781
3,10,0.014992189407348634
3,100,0.059608840942382814
3,1000,0.5142830371856689
3,10000,6.378761672973633
3,100000,61.3010712146759
4,10,0.017751550674438475
4,100,0.1209134578704834
4,1000,0.9374356746673584
4,10000,8.770192575454711
4,100000,84.99883041381835
5,10,0.01984248161315918
5,100,0.11473183631896973
5,1000,0.9375788688659668
5,10000,11.044323110580445
5,100000,105.8261248588562
6,10,0.04471158981323242
6,100,0.12267832756042481
6,1000,1.0927838325500487
6,10000,13.528044080734253
6,100000,129.11667313575745
7,10,0.04424405097961426
7,100,0.17059340476989746
7,1000,1.7138479232788086
7,10000,15.437826871871948
7,100000,154.07608227729799
8,10,0.04886703491210938
8,100,0.16222052574157714
8,1000,1.4736925601959228
8,10000,17.87288694381714
8,100000,176.95701251029968
9,10,0.04828791618347168
9,100,0.23075780868530274
9,1000,1.6531761646270753
9,10000,20.53397274017334
9,100000,195.84025144577026
10,10,0.029909563064575196
10,100,0.18086352348327636
10,1000,1.771951675415039
10,10000,22.03392720222473
10,100000,217.81393232345582
11,10,0.032259798049926756
11,100,0.19848208427429198
11,1000,1.9683262825012207
11,10000,23.77732710838318
11,100000,240.10044593811034
12,10,0.03762211799621582
12,100,0.2197281837463379
12,1000,3.158509540557861
12,10000,26.433759927749634
12,100000,264.4416417598724
13,10,0.04620728492736816
13,100,0.24081382751464844
13,1000,2.3671042919158936
13,10000,28.923796129226684
13,100000,284.26587891578674
14,10,0.04368233680725098
14,100,0.26000442504882815
14,1000,3.2459887981414797
14,10000,30.154279899597167
14,100000,310.5771058559418
15,10,0.05243463516235351
15,100,0.2802396774291992
15,1000,2.716965341567993
15,10000,33.24875359535217
15,100000,332.440372133255
