num_qubits,num_repeats,time_taken
2,10,0.020910263061523438
2,100,0.11625070571899414
2,1000,1.066554021835327
2,10000,10.626273250579834
2,100000,107.05292389392852
2,1000000,1061.3127848386764
3,10,0.03521239757537842
3,100,0.1910550594329834
3,1000,1.7501582860946656
3,10000,17.340345001220705
3,100000,172.95574719905852
3,1000000,1733.2256718635558
4,10,0.049283719062805174
4,100,0.27558729648590086
4,1000,2.5351144075393677
4,10000,25.101551485061645
4,100000,250.73023011684418
4,1000000,2508.6861415624617
5,10,0.06717116832733154
5,100,0.3716990232467651
5,1000,3.4123292922973634
5,10000,33.76463434696198
5,100000,331.8149019956589
5,1000000,3301.9810374975204
6,10,0.0853689193725586
6,100,0.4641211748123169
6,1000,4.269131422042847
6,10000,42.45713768005371
6,100000,426.56702003479006
6,1000000,4233.503196787834
7,10,0.10495915412902831
7,100,0.5760044097900391
7,1000,5.308590960502625
7,10000,52.564276123046874
7,100000,525.939561700821
