num_qubits,num_repeats,time_taken
2,10,0.032153081893920896
2,100,0.0794795036315918
2,1000,0.5679025650024414
2,10000,5.575259327888489
2,100000,54.49582817554474
3,10,0.036119508743286136
3,100,0.08823645114898682
3,1000,0.6906662464141846
3,10000,8.401944446563721
3,100000,80.71448338031769
4,10,0.03490273952484131
4,100,0.10508432388305664
4,1000,0.953940486907959
4,10000,11.129624819755554
4,100000,106.30010600090027
5,10,0.04575505256652832
5,100,0.12977914810180663
5,1000,1.2623620748519897
5,10000,13.930038356781006
5,100000,134.64382183551788
6,10,0.037491774559020995
6,100,0.14511566162109374
6,1000,1.691065216064453
6,10000,16.72845251560211
6,100000,160.71016488075256
7,10,0.040682196617126465
7,100,0.16697189807891846
7,1000,1.7005781888961793
7,10000,19.532282686233522
7,100000,187.81805908679962
8,10,0.05847504138946533
8,100,0.23981859683990478
8,1000,2.27103054523468
8,10000,22.53306727409363
8,100000,216.31020879745483
9,10,0.051951026916503905
9,100,0.20441415309906005
9,1000,1.9318999767303466
9,10000,25.23767430782318
9,100000,242.15309505462648
10,10,0.05167856216430664
10,100,0.2247253656387329
10,1000,2.292087268829346
10,10000,27.981961607933044
10,100000,270.28073287010193
11,10,0.05392799377441406
11,100,0.24266819953918456
11,1000,2.5033173084259035
11,10000,30.925892758369447
11,100000,296.3914754867554
12,10,0.05047252178192139
12,100,0.2626525402069092
12,1000,2.4943372011184692
12,10000,33.49224631786346
12,100000,325.3132229804993
13,10,0.05459885597229004
13,100,0.2857471466064453
13,1000,2.7494253873825074
13,10000,36.51012396812439
13,100000,350.0053151369095
14,10,0.06127653121948242
14,100,0.3493665218353271
14,1000,4.0465597867965695
14,10000,39.13331434726715
14,100000,376.76771783828735
15,10,0.06327803134918213
15,100,0.32245521545410155
15,1000,3.152542328834534
15,10000,42.04201271533966
15,100000,406.1794919252396
