num_qubits,num_repeats,time_taken
2,10,0.014794516563415527
2,100,0.049112486839294436
2,1000,0.5647228956222534
2,10000,5.475873231887817
2,100000,52.60021862983704
3,10,0.010691666603088379
3,100,0.07403016090393066
3,1000,0.7331964254379273
3,10000,8.396745371818543
3,100000,79.87801735401153
4,10,0.014842510223388672
4,100,0.0997150182723999
4,1000,0.99212486743927
4,10000,11.168171977996826
4,100000,107.37466487884521
5,10,0.018221592903137206
5,100,0.12561616897583008
5,1000,1.5356206178665162
5,10000,13.833011269569397
5,100000,135.03369026184083
6,10,0.016683554649353026
6,100,0.15824368000030517
6,1000,1.5827532768249513
6,10000,17.48948471546173
6,100000,169.9695332288742
7,10,0.020586419105529784
7,100,0.18799059391021727
7,1000,1.8812867403030396
7,10000,20.677352809906004
7,100000,201.38465213775635
8,10,0.03212630748748779
8,100,0.22136452198028564
8,1000,2.205288290977478
8,10000,24.172553491592407
8,100000,235.0729076385498
9,10,0.03658425807952881
9,100,0.2577686309814453
9,1000,2.569834852218628
9,10000,28.1100075006485
9,100000,274.1138416528702
10,10,0.03539021015167236
10,100,0.3003124237060547
10,1000,3.000311803817749
10,10000,32.553334546089175
10,100000,318.4094815015793
11,10,0.049521255493164065
11,100,0.3597308397293091
11,1000,3.588869547843933
11,10000,38.864638328552246
11,100000,379.79454147815704
12,10,0.05957880020141602
12,100,0.4494030475616455
12,1000,5.351097822189331
12,10000,47.75703628063202
12,100000,470.20173785686495
13,10,0.07905106544494629
13,100,0.6177809476852417
13,1000,7.085118985176086
13,10000,65.30714864730835
13,100000,634.500620508194
14,10,0.1864537477493286
14,100,1.089072322845459
14,1000,10.241159248352051
14,10000,105.31581082344056
14,100000,1044.6882834911346
15,10,0.3103270292282104
15,100,2.791429948806763
15,1000,28.552681589126585
15,10000,277.8202708005905
15,100000,2771.242673802376
